"CAMPAIGN_PERFORMANCE_REPORT (Jul 14, 2022-Jul 20, 2022)"
Campaign ID,Campaign,Impressions,Clicks,Cost,Conversions,Day,Device,Network,Top vs. Other,Currency,Cost / conv.,CTR,Avg. CPC,Conv. rate,Total conv. value,Avg. Cost,Avg. CPM,Network (with search partners)
16652010605,Merken,5,2,5740000,0.00,2022-07-15,Computers,Search Network,Google search: Top,EUR,0,40.00%,2870000,0.00%,0.00,2870000,1148000000,Google search
16652010605,Merken,8,2,5740000,0.00,2022-07-20,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,25.00%,2870000,0.00%,0.00,2870000,717500000,Google search
16652010605,Merken,1,0,0,0.00,2022-07-14,Tablets with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16652010605,Merken,5,0,0,0.00,2022-07-20,Computers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16652010605,Merken,4,0,0,0.00,2022-07-16,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16652010605,Merken,1,0,0,0.00,2022-07-14,Mobile devices with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,4,0,0,0.00,2022-07-17,Tablets with full browsers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,1,0,0,0.00,2022-07-17,Computers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,17,0,0,0.00,2022-07-18,Mobile devices with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,61,5,6710000,0.00,2022-07-17,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,8.20%,1342000,0.00%,0.00,1342000,110000000,Google search
16639294299,Kledingcategorie,10,0,0,0.00,2022-07-14,Computers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,1,0,0,0.00,2022-07-17,Tablets with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,20,0,0,0.00,2022-07-19,Computers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,2,1,1210000,0.00,2022-07-18,Tablets with full browsers,Search Network,Google search: Top,EUR,0,50.00%,1210000,0.00%,0.00,1210000,605000000,Google search
16639294299,Kledingcategorie,11,0,0,0.00,2022-07-19,Computers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,6,0,0,0.00,2022-07-15,Mobile devices with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,3,0,0,0.00,2022-07-15,Computers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,22,2,2500000,0.00,2022-07-18,Computers,Search Network,Google search: Top,EUR,0,9.09%,1250000,0.00%,0.00,1250000,113636364,Google search
16639294299,Kledingcategorie,2,2,3140000,0.00,2022-07-20,Tablets with full browsers,Search Network,Google search: Top,EUR,0,100.00%,1570000,0.00%,0.00,1570000,1570000000,Google search
16639294299,Kledingcategorie,4,0,0,0.00,2022-07-16,Tablets with full browsers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,28,3,5290000,0.00,2022-07-16,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,10.71%,1763333,0.00%,0.00,1763333,188928571,Google search
16639294299,Kledingcategorie,5,0,0,0.00,2022-07-18,Computers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,16,4,5450000,0.00,2022-07-20,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,25.00%,1362500,0.00%,0.00,1362500,340625000,Google search
16639294299,Kledingcategorie,3,0,0,0.00,2022-07-19,Mobile devices with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,7,1,1620000,0.00,2022-07-15,Computers,Search Network,Google search: Top,EUR,0,14.29%,1620000,0.00%,0.00,1620000,231428571,Google search
16639294299,Kledingcategorie,56,3,4060000,0.00,2022-07-15,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,5.36%,1353333,0.00%,0.00,1353333,72500000,Google search
16639294299,Kledingcategorie,4,0,0,0.00,2022-07-15,Tablets with full browsers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,62,3,3820000,0.00,2022-07-19,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,4.84%,1273333,0.00%,0.00,1273333,61612903,Google search
16639294299,Kledingcategorie,3,1,1550000,0.00,2022-07-16,Computers,Search Network,Google search: Top,EUR,0,33.33%,1550000,0.00%,0.00,1550000,516666667,Google search
16639294299,Kledingcategorie,5,0,0,0.00,2022-07-17,Mobile devices with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,12,0,0,0.00,2022-07-14,Mobile devices with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,65,4,4490000,0.00,2022-07-14,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,6.15%,1122500,0.00%,0.00,1122500,69076923,Google search
16639294299,Kledingcategorie,15,0,0,0.00,2022-07-14,Computers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,7,0,0,0.00,2022-07-16,Mobile devices with full browsers,Search Network,Google search: Other,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,1,0,0,0.00,2022-07-14,Tablets with full browsers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
16639294299,Kledingcategorie,7,1,1020000,0.00,2022-07-20,Computers,Search Network,Google search: Top,EUR,0,14.29%,1020000,0.00%,0.00,1020000,145714286,Google search
16639294299,Kledingcategorie,72,4,4480000,0.00,2022-07-18,Mobile devices with full browsers,Search Network,Google search: Top,EUR,0,5.56%,1120000,0.00%,0.00,1120000,62222222,Google search
16639294299,Kledingcategorie,10,0,0,0.00,2022-07-17,Computers,Search Network,Google search: Top,EUR,0,0.00%,0,0.00%,0.00,0,0,Google search
Total, --,621,48,90060000,0.00, --, --, --, --, --,0,7.73%,1876250,0.00%,0.00,1876250,145024155, --
